CH1;CH2;PPG
144.89484;127.26972;587.4419
144.89694;127.2773;587.50824
144.90492;127.29564;587.57965
144.90903;127.306694;587.6569
144.92078;127.32267;587.7376
144.91776;127.32761;587.81616
144.9177;127.32711;587.8964
144.91869;127.32546;587.97626
144.91408;127.32267;588.05304
144.91055;127.32832;588.1269
144.92212;127.33607;588.1953
144.92587;127.34596;588.26184
144.92903;127.35688;588.3252
144.93964;127.36773;588.38416
144.94312;127.370995;588.43744
144.94518;127.3755;588.4879
144.94875;127.38013;588.5343
144.94774;127.378815;588.57837
144.95418;127.38755;588.62
144.94916;127.38917;588.66034
144.94153;127.39477;588.6998
144.94333;127.40199;588.7343
144.95004;127.40903;588.76886
144.9518;127.40758;588.7991
144.94754;127.40414;588.8311
144.94846;127.407524;588.859
144.9487;127.410484;588.8843
144.94373;127.40881;588.90985
144.94472;127.41263;588.93286
144.9471;127.41868;588.95465
144.94774;127.421234;588.97485
144.94408;127.41294;588.9943
144.94179;127.408455;589.0134
144.93991;127.40555;589.02924
144.9364;127.40337;589.04486
144.93625;127.40006;589.0603
144.94188;127.40039;589.0704
144.93172;127.39005;589.0833
144.92145;127.37723;589.0937
144.91443;127.35938;589.1023
144.90617;127.34363;589.1106
144.90114;127.33004;589.1197
144.89796;127.31542;589.12714
144.89023;127.303116;589.13226
144.88806;127.2943;589.13715
144.88326;127.28407;589.1397
144.86949;127.27098;589.1435
144.8633;127.253815;589.1461
144.85971;127.23278;589.1474
144.85658;127.21586;589.1465
144.84966;127.196304;589.1467
144.83795;127.17757;589.148
144.83366;127.166504;589.1464
144.83609;127.15821;589.144
144.8333;127.14522;589.1416
144.82991;127.12898;589.141
144.81956;127.11031;589.1368
144.81587;127.092285;589.1311
144.80884;127.075905;589.1277
144.80905;127.06408;589.12427
144.8064;127.05462;589.1191
144.80377;127.05158;589.11566
144.80762;127.04413;589.11053
144.81676;127.04275;589.10486
144.81766;127.034515;589.09955
144.82146;127.02282;589.09326
144.8227;127.01395;589.0884
144.81978;127.01204;589.0816
144.82639;127.01499;589.0756
144.82669;127.00991;589.06793
144.82587;127.000084;589.06067
144.82336;126.99454;589.0541
144.822;126.98602;589.0457
144.82329;126.97811;589.0386
144.82042;126.970604;589.02936
144.81384;126.96282;589.0227
144.81976;126.96705;589.0158
144.82515;126.97001;589.0079
144.83087;126.97446;588.9998
144.838;126.982254;588.99036
144.83643;126.97708;588.98236
144.82434;126.96254;588.9732
144.81982;126.95703;588.96515
144.81505;126.94683;588.9564
144.8116;126.944855;588.9479
144.81685;126.95522;588.94086
144.8147;126.95344;588.93365
144.81447;126.958824;588.9255
144.81194;126.9596;588.91895
144.8013;126.94304;588.9195
144.79677;126.93319;588.91534
144.7926;126.92969;588.898
144.78738;126.921936;588.89166
144.7898;126.92332;588.8825
144.79033;126.92459;588.8764
144.78854;126.92628;588.8672
144.79611;126.93152;588.85944
144.79642;126.93276;588.8558
144.79022;126.925156;588.8526
144.79022;126.91958;588.8395
144.78535;126.91676;588.83185
144.77611;126.90899;588.82404
144.77194;126.9079;588.81885
144.77826;126.914955;588.8105
144.7778;126.91378;588.8054
144.77835;126.91056;588.7942
144.78223;126.908516;588.7926
144.78624;126.90623;588.78436
144.78899;126.9046;588.7757
144.77684;126.89576;588.7755
144.78473;126.9053;588.76306
144.78984;126.908325;588.7453
144.78963;126.90954;588.74054
144.7959;126.916405;588.73175
144.7932;126.91405;588.72644
144.79208;126.90797;588.7216
144.78624;126.89678;588.7019
144.77856;126.88951;588.69354
144.78532;126.89552;588.68353
144.78412;126.89833;588.6753
144.78009;126.897545;588.6602
144.78183;126.8975;588.64545
144.7812;126.89411;588.63715
144.77814;126.88422;588.63153
144.77786;126.87597;588.63214
144.77977;126.88067;588.625
144.77638;126.87728;588.6162
144.78108;126.874916;588.5876
144.7769;126.87294;588.5709
144.78168;126.87663;588.5668
144.78065;126.876305;588.5543
144.77647;126.86405;588.54004
144.77429;126.854256;588.52954
144.77754;126.850815;588.5206
144.78276;126.855156;588.5067
144.7873;126.861664;588.4997
144.79051;126.86136;588.4923
144.79866;126.8727;588.48267
144.80801;126.87981;588.48047
144.79694;126.86991;588.4735
144.79074;126.85857;588.4637
144.78836;126.85297;588.4553
144.79187;126.853065;588.45197
144.79253;126.85644;588.4551
144.80524;126.86892;588.4517
144.81697;126.87418;588.44055
144.82007;126.877045;588.4393
144.82173;126.88219;588.44763
144.82455;126.87847;588.43134
144.82082;126.8717;588.42535
144.81795;126.865005;588.4258
144.81422;126.86484;588.42975
144.81601;126.865974;588.4229
144.81584;126.86586;588.414
144.81056;126.86407;588.41504
144.81601;126.86347;588.4167
144.82002;126.86061;588.4183
144.81418;126.85439;588.42456
144.81123;126.84929;588.43445
144.80794;126.84686;588.4328
144.80582;126.847786;588.4364
144.80167;126.843;588.4395
144.80035;126.841896;588.4351
144.80383;126.840996;588.43677
144.79852;126.83236;588.44073
144.79617;126.82774;588.4455
144.79247;126.82064;588.4493
144.78973;126.81785;588.45734
144.7948;126.8241;588.4636
144.79808;126.82771;588.4719
144.79463;126.82752;588.47906
144.78835;126.81882;588.47845
144.78148;126.80833;588.4837
144.78123;126.80461;588.4917
144.77994;126.80194;588.4996
144.78561;126.80273;588.50446
144.78616;126.803375;588.5099
144.77866;126.7997;588.5156
144.7704;126.79705;588.52484
144.77908;126.80354;588.53235
144.77579;126.80323;588.5386
144.77325;126.799934;588.5464
144.7773;126.79539;588.55145
144.7814;126.79421;588.55597
144.78586;126.80085;588.5629
144.79324;126.81241;588.5689
144.79634;126.81429;588.57684
144.79355;126.81536;588.5837
144.79057;126.81584;588.5879
144.79642;126.81424;588.5923
144.79604;126.81269;588.5991
144.78831;126.80807;588.6097
144.78526;126.8044;588.61414
144.78743;126.809;588.61487
144.78064;126.8023;588.613
144.78264;126.80523;588.6165
144.78285;126.80504;588.619
144.77603;126.79891;588.6214
144.76996;126.792885;588.62354
144.76898;126.785324;588.6267
144.7548;126.770134;588.6319
144.74376;126.76265;588.6396
144.74356;126.759285;588.6487
144.73813;126.75707;588.63837
144.7344;126.754875;588.6341
144.72961;126.750275;588.632
144.72314;126.74598;588.6285
144.72354;126.73764;588.62946
144.71962;126.73163;588.627
144.71854;126.73459;588.627
144.72275;126.737854;588.62146
144.72525;126.737686;588.62164
144.72513;126.74329;588.62616
144.72414;126.744675;588.6294
144.72847;126.742935;588.6268
144.73317;126.74065;588.6203
144.73972;126.74077;588.6162
144.74326;126.74215;588.6087
144.74162;126.74896;588.60516
144.74542;126.75075;588.5999
144.74886;126.75678;588.59314
144.75728;126.76711;588.58905
144.7527;126.76227;588.58466
144.75076;126.754875;588.5819
144.75546;126.75308;588.58026
144.75928;126.757256;588.57605
144.7715;126.76887;588.562
144.77556;126.776024;588.5556
144.77298;126.77738;588.5491
144.77432;126.780556;588.53845
144.77585;126.77679;588.52954
144.76607;126.76957;588.5229
144.7623;126.75724;588.5154
144.76625;126.75586;588.50726
144.76929;126.762794;588.4996
144.77708;126.77406;588.49335
144.78777;126.78187;588.48425
144.79184;126.79254;588.47675
144.79128;126.79491;588.4672
144.79277;126.78925;588.45776
144.79637;126.789085;588.45087
144.79361;126.7832;588.4474
144.804;126.78859;588.4463
144.81303;126.79753;588.4444
144.81422;126.79884;588.4274
144.81143;126.799576;588.4199
144.81557;126.80657;588.40845
144.81177;126.79846;588.40283
144.81015;126.79474;588.38715
144.81476;126.79445;588.3806
144.81667;126.79565;588.37317
144.82233;126.80027;588.3642
144.82713;126.80935;588.3527
144.82758;126.812485;588.3408
144.8243;126.81126;588.3261
144.8232;126.81241;588.3161
144.82257;126.809166;588.31024
144.82156;126.80614;588.2937
144.81909;126.80273;588.2837
144.82162;126.80642;588.2743
144.82478;126.8079;588.26184
144.82262;126.81124;588.2517
144.83035;126.82495;588.23944
144.84236;126.83391;588.22217
144.84175;126.82807;588.216
144.84058;126.82323;588.2106
144.84254;126.82401;588.20087
144.84079;126.82263;588.18646
144.84116;126.828354;588.18585
144.85605;126.84524;588.1607
144.86278;126.856064;588.14355
144.86513;126.86328;588.1444
144.86746;126.86173;588.1359
144.86125;126.85587;588.12134
144.85876;126.849525;588.1081
144.86504;126.85044;588.09515
144.86743;126.85923;588.08203
144.87195;126.86484;588.07214
144.88063;126.87137;588.06384
144.89404;126.88398;588.0492
144.90196;126.89188;588.03345
144.9029;126.89435;588.0246
144.90068;126.894585;588.007
144.88435;126.886154;588.0005
144.87093;126.88062;587.99164
144.86644;126.87826;587.9775
144.86728;126.87628;587.9693
144.87085;126.8826;587.95325
144.87317;126.88064;587.9395
144.86687;126.86681;587.93207
144.86444;126.86147;587.9212
144.86186;126.856606;587.9106
144.86143;126.85211;587.8962
144.86385;126.85327;587.8896
144.86838;126.84774;587.8818
144.8733;126.84993;587.8648
144.87509;126.85565;587.85175
144.8745;126.85413;587.8451
144.86499;126.845764;587.83466
144.85416;126.837006;587.82404
144.84033;126.82151;587.81335
144.83867;126.81482;587.80524
144.83748;126.81178;587.7949
144.83623;126.81265;587.7827
144.84038;126.819824;587.7728
144.84413;126.8202;587.76556
144.8381;126.81098;587.7561
144.83092;126.80595;587.747
144.81795;126.792336;587.7408
144.80424;126.76756;587.73553
144.80078;126.756714;587.7256
144.79486;126.75445;587.7198
144.7906;126.75594;587.70245
144.78506;126.75044;587.6925
144.78104;126.744;587.6825
144.78163;126.74212;587.6738
144.78123;126.73881;587.6686
144.78348;126.73619;587.66205
144.78577;126.73988;587.652
144.7827;126.740616;587.6487
144.77925;126.73959;587.6426
144.77913;126.740074;587.6329
144.78162;126.739815;587.6229
144.77136;126.72412;587.6265
144.76576;126.71337;587.6185
144.76025;126.71521;587.6166
144.75534;126.716965;587.608
144.75839;126.719635;587.60034
144.76347;126.727264;587.5811
144.76605;126.73242;587.5745
144.76129;126.72733;587.5607
144.75275;126.71535;587.5513
144.75237;126.71947;587.5446
144.76192;126.723145;587.5385
144.76582;126.725174;587.5335
144.76619;126.73123;587.52563
144.76927;126.733536;587.5194
144.77196;126.73662;587.5189
144.77632;126.74104;587.5183
144.77122;126.73788;587.51917
144.76959;126.73442;587.50934
144.77303;126.73239;587.4943
144.77885;126.73738;587.4835
144.78441;126.7504;587.4771
144.78142;126.75142;587.474
144.77785;126.75484;587.467
144.77112;126.75449;587.4594
144.75279;126.74545;587.4552
144.73157;126.714935;587.4527
144.72003;126.69;587.45374
144.71817;126.6747;587.44696
144.7192;126.67822;587.44257
144.72076;126.69062;587.44147
144.73662;126.71051;587.43304
144.76288;126.737495;587.42566
144.79688;126.77967;587.4268
144.84155;126.849815;587.43506
144.89182;126.939766;587.43256
144.92706;127.05197;587.42236
144.94705;127.20032;587.42523
144.98816;127.39586;587.4037
145.02702;127.585045;587.40784
145.06396;127.74761;587.39923
145.09682;127.9001;587.38995
145.11348;128.06856;587.3832
145.12587;128.23466;587.385
145.12537;128.34619;587.3746
145.0962;128.39484;587.3648
145.04521;128.44824;587.3643
145.01965;128.47888;587.3606
144.9991;128.46515;587.3612
144.98473;128.34552;587.3589
144.96431;128.08704;587.3531
144.93867;127.7616;587.3466
144.91718;127.42433;587.3407
144.9031;127.15172;587.33154
144.87122;126.934456;587.33075
144.81493;126.76091;587.32715
144.7804;126.69527;587.32214
144.79683;126.71301;587.31635
144.82866;126.75986;587.31366
144.84546;126.78542;587.3113
144.84995;126.81055;587.3085
144.85257;126.84731;587.3097
144.86105;126.884605;587.3092
144.863;126.91262;587.29834
144.86697;126.93362;587.29364
144.86444;126.94237;587.28894
144.86394;126.95196;587.28723
144.86325;126.95436;587.2869
144.84727;126.9414;587.2797
144.84534;126.93171;587.278
144.848;126.9278;587.2754
144.84859;126.92766;587.2712
144.84685;126.92244;587.2685
144.8469;126.92168;587.26465
144.84274;126.919624;587.2608
144.83592;126.91056;587.25977
144.82439;126.90003;587.25696
144.82155;126.89464;587.2579
144.8259;126.89189;587.25183
144.8287;126.896454;587.2463
144.82478;126.896835;587.24414
144.82507;126.90174;587.2426
144.834;126.912636;587.2371
144.83432;126.90961;587.2336
144.82141;126.8984;587.2291
144.81609;126.89063;587.2256
144.81905;126.89283;587.2204
144.8199;126.90129;587.2169
144.82166;126.90396;587.21454
144.8241;126.90651;587.20996
144.83054;126.91805;587.20654
144.83176;126.92372;587.20624
144.82999;126.91693;587.202
144.82753;126.915665;587.1995
144.82999;126.91612;587.204
144.84172;126.92344;587.19604
144.85303;126.93953;587.18604
144.85684;126.94763;587.1836
144.8585;126.95232;587.1844
144.86089;126.95574;587.1805
144.86392;126.95913;587.1732
144.85721;126.95391;587.1703
144.8497;126.94635;587.16046
144.85112;126.94733;587.157
144.84705;126.946304;587.15216
144.84744;126.95048;587.1497
144.8482;126.95446;587.14856
144.84946;126.9583;587.1496
144.84982;126.96587;587.14624
144.84232;126.959656;587.1402
144.84373;126.96023;587.1342
144.85109;126.96371;587.1432
144.85112;126.96349;587.1349
144.85045;126.967834;587.12354
144.8518;126.9741;587.12524
144.85881;126.98202;587.10785
144.86278;126.988525;587.10535
144.85951;126.98638;587.09576
144.8528;126.9834;587.0901
144.859;126.9859;587.0853
144.86185;126.98917;587.0819
144.86174;126.9952;587.0773
144.87335;127.012054;587.0682
144.89088;127.03275;587.0561
144.88695;127.028725;587.054
144.88805;127.03375;587.04846
144.8873;127.03375;587.04364
144.88698;127.03168;587.0373
144.88835;127.03557;587.0335
144.88832;127.04186;587.031
144.88829;127.04687;587.02264
144.89128;127.05414;587.0137
144.89653;127.06284;587.00543
144.9025;127.07338;586.9982
144.89902;127.0709;586.9978
144.8986;127.06759;586.9938
144.90045;127.073074;586.98535
144.90196;127.0812;586.9797
144.90756;127.09295;586.9739
144.90762;127.09634;586.97034
144.90509;127.10206;586.96216
144.91;127.113174;586.95654
144.91388;127.113434;586.95593
144.91034;127.10926;586.9516
144.90387;127.10448;586.9456
144.90414;127.10734;586.9458
144.90489;127.112366;586.94305
144.90834;127.12011;586.94275
144.91328;127.131386;586.9414
144.91487;127.137085;586.9386
144.90662;127.13394;586.94196
144.90358;127.135864;586.94574
144.90414;127.136086;586.94904
144.91133;127.141685;586.9579
144.9145;127.14894;586.96875
144.90677;127.152534;586.9815
144.90161;127.1548;587.0016
144.90851;127.162926;587.0207
144.90796;127.16539;587.0417
144.90767;127.17016;587.0724
144.91086;127.1765;587.1078
144.91301;127.178024;587.14343
144.92178;127.18866;587.18695
144.93298;127.20923;587.2327
144.94196;127.22377;587.2834
144.94714;127.22902;587.3436
144.94942;127.23651;587.4051
144.9485;127.24237;587.47217
144.94841;127.247765;587.5444
144.95393;127.25665;587.61896
144.95969;127.27217;587.69543
144.97046;127.28855;587.7719
144.97714;127.29702;587.8457
144.97363;127.30107;587.9196
144.9819;127.31221;587.9936
144.98625;127.31969;588.0621
144.9822;127.31914;588.1271
144.98088;127.32052;588.18787
144.9775;127.31716;588.24536
144.97682;127.32219;588.3007
144.9854;127.33421;588.3502
144.99522;127.34937;588.39636
145.00249;127.36306;588.44147
145.00656;127.36497;588.4826
145.00316;127.36165;588.52026
145.00098;127.3606;588.55853
145.00372;127.36213;588.5931
145.00854;127.37088;588.6265
145.01239;127.383255;588.65753
145.01436;127.39112;588.68713
145.01982;127.4023;588.7134
145.02391;127.40981;588.7412
145.0199;127.40509;588.7687
145.01157;127.39594;588.7903
145.01247;127.39477;588.8109
145.02061;127.397964;588.832
145.02458;127.40414;588.85236
145.02773;127.40564;588.86926
145.0315;127.414604;588.8864
145.0294;127.42006;588.90076
145.03189;127.41742;588.9149
145.03741;127.41788;588.928
145.04175;127.410385;588.9393
145.04187;127.4075;588.95013
145.0326;127.40056;588.95764
145.01987;127.38552;588.9676
145.00754;127.36471;588.9755
145.00414;127.354836;588.9798
144.99168;127.33829;588.9844
144.97504;127.31168;588.9908
144.96709;127.29166;588.99475
144.96078;127.27103;588.9958
144.95671;127.24971;588.999
144.94257;127.23195;589.00024
144.92235;127.208824;589.0017
144.92097;127.19307;588.9998
144.91692;127.17795;589.00134
144.90746;127.156876;589.0006
144.89886;127.13547;588.99884
144.89142;127.11643;588.99475
144.88376;127.0951;588.99286
144.87613;127.07946;588.99164
144.88008;127.07262;588.9869
144.8772;127.060646;588.9828
144.87149;127.04811;588.9787
144.86325;127.027466;588.97577
144.8584;127.01289;588.97107
144.85617;126.996445;588.9654
144.85352;126.98297;588.9594
144.85757;126.97866;588.9542
144.86143;126.9758;588.9491
144.86072;126.972;588.9422
144.85661;126.966095;588.9354
144.85635;126.957886;588.9291
144.85464;126.94492;588.92206
144.84511;126.930756;588.9148
144.84148;126.92444;588.9071
144.84525;126.92568;588.89966
144.84712;126.92301;588.89105
144.84502;126.91645;588.88367
144.85126;126.92101;588.8757
144.85097;126.91855;588.8678
144.84279;126.90516;588.8596
144.8344;126.89428;588.8496
144.83476;126.888725;588.84094
144.83623;126.89023;588.8324
144.83731;126.89836;588.8225
144.83557;126.897644;588.81525
144.83287;126.891846;588.80695
144.83278;126.89111;588.79956
144.83395;126.88868;588.78937
144.82913;126.878235;588.7813
144.82109;126.872086;588.77466
144.82376;126.878235;588.7667
144.83179;126.88803;588.7572
144.84041;126.89494;588.7491
144.84796;126.90198;588.74097
144.85419;126.90928;588.7324
144.85558;126.91071;588.7248
144.85889;126.90579;588.7171
144.8577;126.902245;588.7092
144.85504;126.896614;588.7017
144.8462;126.88839;588.69495
144.8421;126.89014;588.68823
144.84343;126.8923;588.6812
144.84633;126.89659;588.6722
144.85165;126.90516;588.6652
144.85193;126.90444;588.65814
144.85371;126.90504;588.6502
144.85295;126.90143;588.64294
144.84747;126.897;588.6362
144.84856;126.89638;588.62866
144.851;126.89826;588.62396
144.8505;126.89952;588.6145
144.84955;126.90065;588.6049
144.84712;126.89201;588.59784
144.84677;126.8873;588.5904
144.84511;126.88122;588.5819
144.84596;126.878426;588.576
144.85223;126.88784;588.5731
144.85338;126.89111;588.56104
144.85748;126.896576;588.5538
144.85583;126.8953;588.5372
144.86275;126.89511;588.52405
144.86484;126.89118;588.518
144.86253;126.884964;588.5069
144.86203;126.87706;588.5002
144.86377;126.882645;588.4926
144.86266;126.89201;588.4753
144.86703;126.902794;588.462
144.87645;126.911736;588.4503
144.8713;126.908325;588.4403
144.87187;126.9047;588.43005
144.87784;126.90053;588.419
144.87283;126.89089;588.4105
144.87253;126.8898;588.39935
144.88004;126.89881;588.3874
144.88712;126.90472;588.38
144.89226;126.90882;588.3721
144.89223;126.90627;588.3596
144.88948;126.90177;588.35065
144.88737;126.89363;588.3434
144.88084;126.88498;588.3349
144.88428;126.88622;588.3312
144.88516;126.88915;588.3259
144.87645;126.886986;588.32056
144.87234;126.886055;588.31396
144.87503;126.89016;588.3165
144.87662;126.88747;588.3003
144.87334;126.88353;588.2903
144.87383;126.87681;588.2936
144.87262;126.87025;588.2841
144.87923;126.8758;588.28296
144.88547;126.88564;588.2807
144.88063;126.87902;588.2663
144.87784;126.87396;588.2612
144.87935;126.87573;588.2579
144.88106;126.874374;588.2574
144.87907;126.86999;588.265
144.87517;126.86524;588.2687
144.87228;126.85854;588.2698
144.86823;126.85528;588.2675
144.86766;126.8562;588.25653
144.8735;126.86257;588.2616
144.88309;126.87337;588.2642
144.88838;126.876205;588.2597
144.89255;126.87449;588.26294
144.89238;126.86717;588.2611
144.89127;126.86667;588.2608
144.89365;126.87001;588.26697
144.90077;126.872055;588.27014
144.89743;126.87008;588.27686
144.89873;126.87377;588.289
144.90736;126.87885;588.2886
144.91293;126.87924;588.2918
144.90791;126.87232;588.2977
144.91277;126.87268;588.3051
144.92213;126.88045;588.30554
144.9251;126.8835;588.30927
144.92746;126.882545;588.31635
144.93633;126.890175;588.3265
144.94304;126.9016;588.3404
144.94286;126.903984;588.3556
144.94011;126.89852;588.35333
144.94073;126.896255;588.3642
144.94606;126.9031;588.3694
144.94781;126.91102;588.36566
144.9487;126.91362;588.3667
144.94603;126.91591;588.37213
144.94952;126.920265;588.37964
144.95074;126.915886;588.38434
144.94893;126.911354;588.38995
144.95587;126.91219;588.3954
144.96336;126.915306;588.4045
144.96652;126.92364;588.4112
144.97578;126.92926;588.4129
144.98566;126.934906;588.4177
144.98816;126.94018;588.42236
144.9926;126.94535;588.42633
144.9906;126.93999;588.4294
144.9893;126.935745;588.4337
144.99;126.935524;588.4361
144.98837;126.93345;588.4393
144.98639;126.93324;588.44415
144.98047;126.927605;588.44635
144.97824;126.926636;588.4485
144.9732;126.92296;588.44965
144.97269;126.91902;588.45197
144.96724;126.91326;588.4538
144.96603;126.909134;588.4526
144.96446;126.907135;588.4538
144.96474;126.914955;588.45557
144.96461;126.914116;588.45776
144.96336;126.91815;588.4568
144.96669;126.92079;588.4595
144.96642;126.91721;588.4616
144.96341;126.91195;588.4655
144.96599;126.90763;588.4678
144.97113;126.91471;588.4536
144.97845;126.92638;588.4517
144.98358;126.93217;588.4518
144.98872;126.93655;588.4453
144.9901;126.93687;588.44464
144.98796;126.93474;588.44183
144.98004;126.92757;588.4352
144.98575;126.92694;588.4307
144.99728;126.93074;588.4306
144.99998;126.93414;588.4323
144.99889;126.938484;588.4245
145.00189;126.94304;588.4129
145.00677;126.95052;588.41095
145.00923;126.95276;588.4127
145.00407;126.9438;588.4159
144.99457;126.93543;588.40216
144.99278;126.93107;588.39685
145.00261;126.94113;588.3971
145.01317;126.95186;588.39026
145.01367;126.95138;588.3837
145.01418;126.95419;588.38556
145.0183;126.962875;588.3668
145.02052;126.962654;588.35474
145.0168;126.95837;588.35425
145.02184;126.964615;588.33905
145.03062;126.97127;588.32605
145.03821;126.97539;588.3191
145.04436;126.988266;588.3129
145.04797;126.99878;588.30347
145.05432;127.009125;588.2921
145.05864;127.01018;588.2819
145.06827;127.01213;588.271
145.07578;127.01892;588.26306
145.08081;127.020096;588.2524
145.08395;127.022575;588.24396
145.09363;127.033585;588.2296
145.09676;127.042984;588.2217
145.10553;127.0554;588.2122
145.11928;127.06771;588.2027
145.12349;127.06725;588.1934
145.12161;127.0648;588.18243
145.13187;127.06799;588.1746
145.13452;127.07233;588.17
145.14165;127.08535;588.17065
145.15291;127.0984;588.1568
145.16914;127.1132;588.1415
145.18187;127.12817;588.1316
145.18173;127.12793;588.12384
145.17526;127.128746;588.10693
145.16692;127.13096;588.09216
145.15877;127.13205;588.0804
145.16626;127.13632;588.0672
145.16669;127.13539;588.0551
145.16833;127.13599;588.04333
145.17369;127.140305;588.03174
145.17224;127.130554;588.0238
145.17009;127.11994;588.0213
145.17017;127.12225;588.0106
145.17131;127.11727;588.0016
145.18513;127.1225;587.989
145.19278;127.13108;587.9717
145.19843;127.13702;587.9547
145.20467;127.14424;587.9453
145.20886;127.14717;587.9324
145.2081;127.13961;587.923
145.20242;127.134895;587.91223
145.19453;127.128525;587.89636
145.19553;127.12233;587.8816
145.20041;127.12781;587.87213
145.19891;127.12767;587.8621
145.19963;127.13165;587.8513
145.19289;127.125854;587.83936
145.18703;127.12388;587.8277
145.18759;127.124664;587.8181
145.18831;127.11093;587.81573
145.18465;127.09181;587.80347
145.18285;127.088524;587.7896
145.18349;127.09353;587.778
145.18166;127.09775;587.7661
145.18428;127.10361;587.76117
145.18097;127.097916;587.7516
145.17657;127.0859;587.73456
145.17249;127.08278;587.71893
145.17451;127.08186;587.7066
145.16707;127.07781;587.6966
145.16666;127.07958;587.68915
145.16444;127.08213;587.6787
145.16704;127.08959;587.66656
145.1769;127.09913;587.6577
145.18123;127.10027;587.6488
145.17511;127.09264;587.6436
145.16692;127.081726;587.6342
145.16731;127.082344;587.62427
145.17398;127.09215;587.61255
145.17682;127.09234;587.6
145.17033;127.090614;587.5904
145.16602;127.09307;587.58417
145.15953;127.091736;587.5746
145.15703;127.09133;587.5606
145.16151;127.08922;587.55304
145.16669;127.09114;587.54535
145.17311;127.09906;587.53625
145.18118;127.10535;587.523
145.18208;127.108376;587.5132
145.18877;127.11477;587.50415
145.19366;127.11706;587.4969
145.19409;127.11646;587.4897
145.19496;127.11766;587.48303
145.19916;127.120804;587.47546
145.1955;127.12054;587.46844
145.19646;127.125496;587.4582
145.19875;127.13198;587.451
145.19675;127.13973;587.4428
145.18115;127.139305;587.4322
145.16139;127.11863;587.42523
145.15376;127.09804;587.4188
145.15045;127.07808;587.414
145.15242;127.07197;587.40625
145.15071;127.0843;587.4002
145.15472;127.100845;587.39453
145.18004;127.121254;587.3879
145.21742;127.15661;587.38055
145.26913;127.22096;587.37604
145.3325;127.31478;587.3707
145.37732;127.42491;587.36707
145.4086;127.57067;587.3616
145.44942;127.75158;587.36084
145.49307;127.93243;587.35547
145.52817;128.09383;587.35223
145.565;128.25223;587.34515
145.59238;128.42552;587.33563
145.60509;128.58823;587.32587
145.6113;128.7091;587.3161
145.57343;128.76031;587.31464
145.50958;128.80702;587.3148
145.48247;128.84865;587.3061
145.465;128.84998;587.2947
145.42863;128.73732;587.28827
145.3898;128.4682;587.284
145.35797;128.15913;587.2796
145.32378;127.84688;587.27576
145.28477;127.5626;587.2729
145.24023;127.336;587.2713
145.17984;127.15976;587.26764
145.13617;127.09639;587.2644
145.15166;127.107376;587.25726
145.19489;127.13954;587.24945
145.21933;127.15756;587.24536
145.22285;127.17314;587.2416
145.21925;127.187706;587.23804
145.21948;127.20518;587.23676
145.21628;127.22261;587.2344
145.20946;127.23112;587.2277
145.20616;127.241585;587.2241
145.19768;127.247;587.2207
145.18344;127.24683;587.21765
145.16899;127.23813;587.2162
145.1622;127.22957;587.2198
145.15456;127.21512;587.21796
145.14847;127.20688;587.2141
145.14746;127.20298;587.20465
145.13461;127.191895;587.2006
145.1221;127.18537;587.1972
145.12714;127.18012;587.1932
145.11368;127.16143;587.1881
145.09523;127.14652;587.19037
145.07642;127.12883;587.18445
145.05623;127.110596;587.18414
145.04898;127.10027;587.1793
145.04485;127.095695;587.17236
145.03917;127.09288;587.1689
145.03098;127.09012;587.1677
145.02473;127.086235;587.16473
145.03447;127.09882;587.1608
145.03886;127.104614;587.1543
145.04767;127.107254;587.15094
145.05591;127.11487;587.1476
145.06964;127.13408;587.1445
145.08426;127.157326;587.1419
145.101;127.17278;587.14594
145.10878;127.18077;587.145
145.11884;127.18537;587.1344
145.1319;127.19576;587.12946
145.14864;127.21047;587.12604
145.1625;127.22482;587.1267
145.17314;127.239845;587.1234
145.17853;127.24869;587.1232
145.18475;127.262634;587.1158
145.1915;127.27105;587.1082
145.1901;127.267715;587.09766
145.1968;127.27115;587.09814
145.19919;127.27575;587.1007
145.19806;127.276085;587.1014
145.2044;127.28901;587.08575
145.2106;127.29268;587.081
145.2154;127.30042;587.08185
145.21658;127.31211;587.0806
145.21577;127.31532;587.07306
145.21353;127.31597;587.0711
145.21234;127.31094;587.0711
145.21672;127.31383;587.0619
145.21767;127.321266;587.0631
145.2148;127.32028;587.05884
145.21733;127.32587;587.0514
145.22408;127.33607;587.0492
145.22408;127.33778;587.03284
145.22316;127.33196;587.03033
145.2332;127.342865;587.0252
145.23897;127.354614;587.01825
145.23878;127.3556;587.0211
145.241;127.36783;587.02057
145.24677;127.37402;587.01624
145.2538;127.38285;587.0147
145.26015;127.39596;586.9999
145.26045;127.39785;586.9927
145.25697;127.39257;586.98553
145.25706;127.39048;586.9802
145.25175;127.38545;586.9788
145.2566;127.39775;586.9851
145.25879;127.403114;586.9718
145.2641;127.41394;586.96576
145.26544;127.42238;586.9632
145.25938;127.41935;586.95654
145.25566;127.41515;586.94965
145.24904;127.41785;586.9487
145.25829;127.42009;586.9486
145.26222;127.427315;586.942
145.26523;127.43775;586.9399
145.27307;127.44639;586.93146
145.28665;127.46093;586.9256
145.28503;127.46577;586.91516
145.28499;127.46353;586.90955
145.28593;127.467964;586.9076
145.29199;127.47018;586.9089
145.30325;127.48467;586.9124
145.3059;127.49819;586.9069
145.30981;127.503746;586.9035
