CH1;CH2;PPG
145.22096;126.92592;586.48444
145.2187;126.9257;586.4799
145.21281;126.9128;586.469
145.20772;126.89685;586.4692
145.20888;126.89063;586.46643
145.21501;126.90031;586.4538
145.2187;126.916214;586.45184
145.21188;126.91696;586.4388
145.20554;126.90906;586.43225
145.1906;126.89411;586.422
145.17839;126.87352;586.4239
145.16458;126.847;586.42786
145.15376;126.831795;586.42957
145.1488;126.82464;586.42474
145.14276;126.82338;586.3918
145.15416;126.82643;586.3896
145.18271;126.84767;586.3813
145.22017;126.896835;586.381
145.24007;126.96357;586.3742
145.26985;127.04127;586.37604
145.3037;127.15037;586.3674
145.33556;127.318306;586.36224
145.34467;127.503746;586.3617
145.34021;127.66793;586.36536
145.3602;127.856995;586.36395
145.37836;128.03542;586.3517
145.3766;128.1635;586.33777
145.39287;128.26826;586.3287
145.39732;128.35057;586.3272
145.36159;128.40163;586.32635
145.30139;128.40309;586.31793
145.25197;128.39496;586.31586
145.23332;128.36444;586.31134
145.2111;128.2444;586.3029
145.19136;127.97506;586.3017
145.15388;127.631516;586.30035
145.10925;127.330536;586.2961
145.07506;127.0744;586.28986
145.03114;126.87282;586.289
144.99911;126.78122;586.29065
144.98672;126.76112;586.2801
144.99474;126.79138;586.2774
145.01138;126.814766;586.2739
145.03372;126.804016;586.2661
145.06926;126.81177;586.2695
145.10501;126.84009;586.2657
145.12512;126.84702;586.2511
145.1422;126.85236;586.2486
145.15378;126.88541;586.2491
145.15353;126.92604;586.24536
145.15627;126.9541;586.2393
145.15854;126.9721;586.241
145.15817;126.98152;586.23956
145.14983;126.98178;586.23364
145.14949;126.982376;586.23535
145.1527;126.98205;586.23804
145.16647;126.98731;586.2311
145.17853;126.99862;586.2169
145.1823;127.00615;586.21735
145.1741;127.01258;586.21643
145.16902;127.00806;586.2186
145.16899;126.98987;586.21313
145.17389;126.98864;586.20526
145.16605;126.98638;586.2019
145.16637;126.985115;586.202
145.17288;126.98242;586.2
145.18097;126.98464;586.1973
145.18292;126.996445;586.195
145.17876;126.99647;586.19324
145.16713;126.988525;586.19617
145.17102;126.998825;586.1915
145.17805;126.9915;586.18665
145.17123;126.98357;586.1854
145.17216;126.99758;586.18146
145.18199;127.00073;586.17847
145.18365;127.0025;586.17914
145.19002;127.019684;586.1777
145.19974;127.03132;586.17615
145.19165;127.033226;586.1703
145.18497;127.027176;586.1688
145.1934;127.02774;586.1667
145.19632;127.02818;586.1643
145.18907;127.030174;586.1614
145.19093;127.042816;586.1598
145.19063;127.04857;586.1576
145.18408;127.03285;586.157
145.1784;127.024605;586.1545
145.18185;127.0195;586.1498
145.18948;127.02262;586.14966
145.18993;127.02556;586.1484
145.1736;127.01628;586.143
145.1681;127.01325;586.13965
145.17133;127.02296;586.1373
145.16664;127.027824;586.13477
145.15623;127.0179;586.1332
145.1496;127.00891;586.1313
145.15498;127.0163;586.1309
145.15448;127.01251;586.1291
145.15965;127.01294;586.1255
145.15584;127.02503;586.12573
145.16022;127.04305;586.1205
145.15715;127.04787;586.11444
145.15063;127.03466;586.11066
145.14682;127.02982;586.1123
145.14424;127.024284;586.1121
145.14983;127.01149;586.1072
145.15091;127.01461;586.10785
145.1451;127.02289;586.1081
145.14146;127.03382;586.09863
145.14456;127.042885;586.0912
145.1472;127.042336;586.0886
145.14075;127.030846;586.086
145.142;127.03216;586.0832
145.14641;127.04017;586.0825
145.15906;127.05793;586.0787
145.15178;127.065155;586.0754
145.1439;127.05158;586.0734
145.14854;127.05266;586.0716
145.15509;127.05628;586.0678
145.16167;127.063866;586.0656
145.15282;127.06687;586.0671
145.14963;127.07745;586.0652
145.15736;127.087944;586.0587
145.15987;127.09567;586.05786
145.16272;127.101944;586.053
145.16534;127.09615;586.0497
145.1681;127.08778;586.0431
145.16801;127.08866;586.0382
145.15456;127.08103;586.0365
145.15619;127.08242;586.03375
145.15663;127.0827;586.0315
145.1627;127.09038;586.0302
145.17255;127.10674;586.0283
145.18288;127.12123;586.03107
145.18681;127.12865;586.02716
145.18906;127.142426;586.0252
145.19637;127.14944;586.0216
145.1935;127.13261;586.0222
145.19429;127.13169;586.02234
145.20538;127.146675;586.02466
145.21645;127.16086;586.02277
145.21832;127.17934;586.0262
145.23389;127.205605;586.0361
145.24715;127.207085;586.0476
145.24124;127.201836;586.0512
145.23665;127.19969;586.0582
145.23897;127.197;586.0725
145.24603;127.20473;586.0954
145.2621;127.22793;586.1167
145.2661;127.24061;586.1371
145.27669;127.24864;586.1603
145.28076;127.25632;586.18854
145.28046;127.25289;586.2226
145.28363;127.253456;586.2626
145.28966;127.24967;586.30756
145.30249;127.25284;586.3564
145.30817;127.2649;586.409
145.31465;127.28329;586.4656
145.32326;127.30591;586.525
145.33005;127.30972;586.58875
145.33195;127.305435;586.6528
145.331;127.30143;586.71686
145.32138;127.301094;586.78076
145.32314;127.311935;586.84454
145.3257;127.318214;586.904
145.32996;127.32956;586.9604
145.34514;127.3525;587.0134
145.34709;127.36389;587.0639
145.36337;127.36761;587.11334
145.37807;127.37646;587.1563
145.37764;127.38053;587.19476
145.37976;127.384346;587.2342
145.38916;127.39746;587.2689
145.39597;127.39892;587.30096
145.39676;127.39992;587.3339
145.40897;127.41926;587.3652
145.41591;127.43639;587.394
145.41338;127.436325;587.4199
145.4033;127.42149;587.4453
145.39838;127.39973;587.46857
145.41245;127.40667;587.4915
145.4222;127.420586;587.51544
145.42151;127.43719;587.53424
145.42715;127.45228;587.55347
145.42601;127.46357;587.57074
145.41423;127.45865;587.58875
145.40137;127.43905;587.60376
145.38924;127.42803;587.6194
145.39394;127.43639;587.6346
145.40137;127.44379;587.6453
145.40787;127.45902;587.6557
145.40137;127.46081;587.6647
145.39163;127.44879;587.6743
145.38527;127.438705;587.6844
145.38751;127.43208;587.69226
145.38614;127.425644;587.69946
145.3892;127.41768;587.7063
145.38614;127.41098;587.71063
145.38383;127.414894;587.7149
145.38948;127.41999;587.7183
145.38112;127.40829;587.7199
145.38634;127.41034;587.7224
145.38364;127.40035;587.72473
145.36382;127.38239;587.7236
145.35226;127.375984;587.7248
145.34721;127.36301;587.7241
145.3481;127.35521;587.7249
145.34894;127.34949;587.7235
145.34297;127.34484;587.721
145.33974;127.33482;587.717
145.33473;127.31893;587.7148
145.32336;127.28929;587.71246
145.31822;127.26364;587.7085
145.31389;127.258224;587.702
145.3177;127.27163;587.69745
145.3199;127.28982;587.6923
145.32237;127.29225;587.68915
145.32759;127.28236;587.6825
145.32344;127.265686;587.6756
145.32132;127.243546;587.66833
145.3211;127.239815;587.6625
145.31474;127.23398;587.65344
145.30983;127.230095;587.6466
145.30907;127.22189;587.6386
145.31258;127.21984;587.62946
145.31494;127.21505;587.62067
145.32304;127.21502;587.6124
145.31998;127.210846;587.6054
145.3127;127.21009;587.6007
145.30432;127.2054;587.5939
145.30281;127.19702;587.57947
145.298;127.18486;587.56744
145.28406;127.16522;587.5581
145.27876;127.157684;587.55096
145.29546;127.17101;587.54016
145.29837;127.18449;587.52893
145.28561;127.17771;587.5267
145.26846;127.16424;587.5213
145.26045;127.155754;587.51733
145.26213;127.13777;587.5115
145.26483;127.12326;587.4782
145.26845;127.12764;587.457
145.26906;127.136086;587.4436
145.26265;127.139305;587.4321
145.26279;127.13842;587.4218
145.26549;127.13668;587.4093
145.26172;127.12886;587.39777
145.25452;127.12042;587.3873
145.26233;127.131294;587.37195
145.27042;127.143974;587.35803
145.26932;127.15089;587.3447
145.27753;127.148384;587.33203
145.27074;127.12731;587.3179
145.25888;127.108665;587.3048
145.26698;127.115005;587.293
145.2682;127.12919;587.2876
145.27246;127.14147;587.2742
145.27019;127.139206;587.2643
145.2674;127.134895;587.25354
145.2708;127.13126;587.23
145.26884;127.120094;587.2128
145.26732;127.12095;587.1981
145.26935;127.12774;587.18463
145.26842;127.119995;587.1744
145.26332;127.10579;587.1642
145.26256;127.10344;587.1407
145.26834;127.10456;587.12305
145.2735;127.11324;587.1083
145.27048;127.10337;587.0848
145.26741;127.10116;587.0707
145.2658;127.10919;587.05804
145.2602;127.10857;587.045
145.26308;127.10652;587.02856
145.26436;127.10499;587.0059
145.26213;127.09615;586.9836
145.26884;127.09703;586.9664
145.27376;127.10182;586.9517
145.2748;127.09806;586.9374
145.2671;127.08721;586.92053
145.25894;127.077675;586.9054
145.26096;127.08244;586.8905
145.26083;127.08542;586.8759
145.25325;127.081604;586.8622
145.25832;127.082085;586.84753
145.26439;127.092285;586.83405
145.25919;127.08662;586.82355
145.25772;127.0667;586.81256
145.25891;127.063126;586.80084
145.2582;127.062675;586.79114
145.26367;127.06468;586.7823
145.273;127.0709;586.77246
145.27249;127.074265;586.7633
145.26854;127.07302;586.75586
145.26715;127.07207;586.75604
145.26427;127.05986;586.74536
145.26384;127.05269;586.7409
145.2571;127.048584;586.73804
145.25456;127.05719;586.73663
145.24171;127.0595;586.7356
145.24438;127.06587;586.7261
145.25433;127.06713;586.72034
145.25299;127.046036;586.7202
145.24464;127.03502;586.72034
145.24393;127.03617;586.7218
145.23993;127.044174;586.7236
145.23483;127.054405;586.7225
145.2413;127.05867;586.7287
145.24425;127.04543;586.746
145.24736;127.03295;586.744
145.2477;127.034515;586.74255
145.25131;127.04739;586.7443
145.24796;127.04825;586.75116
145.25148;127.05462;586.7549
145.25494;127.05874;586.7639
145.25371;127.05183;586.7757
145.25809;127.0494;586.7874
145.26341;127.05819;586.7933
145.26848;127.07443;586.80615
145.25282;127.07577;586.8106
145.25397;127.072136;586.8228
145.2593;127.067116;586.8381
145.25156;127.0463;586.8536
145.25046;127.03106;586.87103
145.24586;127.029396;586.886
145.24083;127.02159;586.8977
145.24324;127.03049;586.913
145.24612;127.04434;586.9282
145.24884;127.04157;586.94434
145.24278;127.027794;586.9619
145.23085;127.01876;586.97797
145.22493;127.029205;586.99384
145.23116;127.05497;587.01105
145.2382;127.04756;587.0274
145.23743;127.02369;587.0437
145.23976;127.01626;587.0608
145.23936;127.01092;587.07666
145.2265;127.002335;587.09186
145.23337;127.01499;587.1055
145.23077;127.02844;587.11847
145.22227;127.03869;587.133
145.2221;127.02727;587.1468
145.22502;127.006096;587.15814
145.22282;127.00574;587.1692
145.23068;127.01128;587.1816
145.23434;127.01395;587.19366
145.23268;127.01046;587.2025
145.23431;127.02272;587.2117
145.24202;127.04813;587.2205
145.24312;127.06272;587.2274
145.2541;127.06914;587.2351
145.2526;127.06284;587.24304
145.24838;127.05765;587.2501
145.25339;127.058784;587.2562
145.24779;127.05858;587.25995
145.23947;127.06189;587.26373
145.25166;127.05991;587.267
145.25394;127.05314;587.2713
145.24834;127.05444;587.27563
145.24655;127.06062;587.2784
145.25366;127.060555;587.28076
145.2516;127.05271;587.28253
145.24512;127.03943;587.28516
145.25066;127.04014;587.28345
145.25443;127.0489;587.28235
145.25731;127.052284;587.28204
145.26495;127.06374;587.28235
145.27657;127.08923;587.2819
145.27657;127.08874;587.2822
145.28229;127.08258;587.2783
145.28499;127.073044;587.2763
145.28134;127.072784;587.27563
145.28749;127.08039;587.2728
145.29297;127.09068;587.26984
145.2975;127.108376;587.26886
145.29538;127.119415;587.2667
145.30107;127.123924;587.26215
145.30301;127.11498;587.25867
145.30704;127.12231;587.2537
145.31625;127.13198;587.2504
145.31767;127.135254;587.24646
145.32416;127.140755;587.24414
145.33751;127.16143;587.2406
145.34259;127.1712;587.2383
145.34167;127.16927;587.2334
145.35684;127.17786;587.22644
145.3626;127.195076;587.2215
145.35255;127.190636;587.2118
145.34692;127.18301;587.20483
145.33925;127.18222;587.19495
145.34319;127.18639;587.1894
145.35007;127.19373;587.18695
145.35158;127.20547;587.18915
145.34451;127.21586;587.18054
145.34738;127.212906;587.1694
145.34271;127.18217;587.1644
145.33305;127.14271;587.14594
145.32468;127.124664;587.13513
145.32051;127.12331;587.12946
145.3228;127.13086;587.1211
145.32018;127.13136;587.11774
145.3197;127.134796;587.10767
145.32135;127.12261;587.0966
145.31215;127.097885;587.09155
145.30275;127.084755;587.08014
145.30241;127.08656;587.0664
145.30544;127.10439;587.06146
145.2984;127.1157;587.05225
145.29808;127.12717;587.04193
145.3022;127.13179;587.034
145.29729;127.130196;587.02216
145.29686;127.11672;587.0117
145.28766;127.083466;587.00165
145.27669;127.063774;586.9904
145.27562;127.07827;586.9815
145.27774;127.0883;586.9711
145.27066;127.087585;586.96106
145.27155;127.08883;586.9519
145.27705;127.09663;586.9405
145.28308;127.10709;586.93274
145.2714;127.10439;586.92914
145.26529;127.09782;586.91595
145.2605;127.08315;586.91
145.27269;127.08735;586.89905
145.28227;127.11151;586.8793
145.29121;127.13408;586.872
145.29709;127.13818;586.86444
145.30722;127.11894;586.85565
145.3019;127.093765;586.8458
145.29765;127.09557;586.83044
145.29578;127.10061;586.82135
145.28755;127.113144;586.81775
145.28036;127.124664;586.81036
145.27989;127.12311;586.8051
145.28271;127.123924;586.7905
145.28452;127.12662;586.77844
145.29762;127.143;586.76855
145.29846;127.15044;586.7565
145.29707;127.15375;586.74884
145.29182;127.14066;586.7428
145.2816;127.11846;586.72797
145.28183;127.11093;586.71497
145.28334;127.113914;586.70807
145.28406;127.111595;586.70325
145.28146;127.11628;586.6957
145.2766;127.12178;586.69543
145.27278;127.12102;586.6885
145.26329;127.10445;586.6678
145.25812;127.10109;586.66064
145.25374;127.10182;586.64813
145.24767;127.101585;586.64246
145.23862;127.09676;586.63513
145.22772;127.091736;586.62744
145.2227;127.08315;586.6223
145.20682;127.065155;586.6121
145.19037;127.04055;586.60657
145.18741;127.026436;586.6071
145.20721;127.01976;586.5959
145.23354;127.041145;586.5791
145.25954;127.09534;586.57263
145.30298;127.19285;586.5651
145.33437;127.295296;586.5568
145.36057;127.408615;586.55005
145.39465;127.56514;586.54333
145.4055;127.73356;586.5392
145.41948;127.88961;586.536
145.44655;128.0585;586.52734
145.47488;128.22556;586.5205
145.48564;128.37978;586.5104
145.49602;128.50093;586.5051
145.49268;128.59116;586.50085
145.44301;128.61685;586.49774
145.39047;128.60295;586.4954
145.3495;128.58104;586.4948
145.31184;128.5517;586.4802
145.28644;128.41771;586.47424
145.25465;128.1233;586.4667
145.21886;127.786514;586.46265
145.18912;127.490326;586.46265
145.15672;127.22974;586.4621
145.11134;127.03454;586.45795
145.08304;126.94549;586.4467
145.084;126.95901;586.4398
145.09459;126.98738;586.4352
145.0958;126.97744;586.43616
145.11914;126.98076;586.4231
145.15123;126.98905;586.4169
145.16864;126.9974;586.41425
145.18909;127.02217;586.4085
145.20348;127.07221;586.4029
145.21552;127.126144;586.40576
145.2342;127.17101;586.4111
145.23387;127.18439;586.4068
145.22615;127.19205;586.3929
145.21793;127.20024;586.3912
145.20679;127.19321;586.39136
145.20695;127.1994;586.3834
145.21967;127.21698;586.38275
145.22371;127.20964;586.3801
145.22946;127.22444;586.37805
145.23364;127.232216;586.3776
145.2351;127.22909;586.3766
145.23984;127.21784;586.3642
145.23048;127.19853;586.36
145.22646;127.19404;586.3475
145.2247;127.185295;586.3494
145.23161;127.1913;586.34576
145.23837;127.213264;586.34326
145.23874;127.231316;586.34534
145.23637;127.23937;586.3467
145.23299;127.246475;586.3439
145.23721;127.23687;586.3456
145.24965;127.21021;586.3376
145.24953;127.21441;586.3344
145.23642;127.22432;586.32935
145.24551;127.24475;586.32166
145.26762;127.27296;586.3192
145.26952;127.2649;586.31775
145.26515;127.25019;586.3187
145.26225;127.23501;586.31647
145.24675;127.226326;586.3163
145.24548;127.22888;586.3158
145.25473;127.24387;586.3196
145.25914;127.250595;586.309
145.26476;127.2525;586.31104
145.26094;127.25291;586.3047
145.25597;127.26211;586.29816
145.25597;127.27818;586.293
145.25333;127.28162;586.2907
145.25294;127.284996;586.2875
145.25143;127.27466;586.28644
145.24625;127.26042;586.2843
145.23468;127.242874;586.2826
145.2268;127.237274;586.28107
145.21587;127.23479;586.2774
145.21544;127.23412;586.2734
145.209;127.22985;586.274
145.19751;127.205246;586.2695
145.20154;127.1935;586.27185
145.20813;127.20487;586.2759
145.19885;127.221535;586.27594
145.1837;127.24339;586.27246
145.18692;127.257225;586.2693
145.19577;127.255486;586.2657
145.18254;127.23379;586.2604
145.18636;127.219124;586.2554
145.19034;127.219055;586.2442
145.18504;127.21908;586.24207
145.18599;127.21405;586.24164
145.19168;127.22747;586.2364
145.20113;127.245636;586.23346
145.2017;127.2568;586.23035
145.19518;127.25715;586.22644
145.19315;127.24586;586.2226
145.18393;127.242516;586.2213
145.18274;127.25177;586.22174
145.17755;127.257965;586.2206
145.19641;127.281944;586.21906
145.20464;127.28905;586.2096
145.20598;127.278656;586.2089
145.20345;127.28028;586.2032
145.20822;127.271866;586.2013
145.20958;127.25782;586.19525
145.21039;127.27415;586.1916
145.2115;127.28834;586.1904
145.2226;127.30243;586.1879
145.22414;127.299736;586.1825
145.2351;127.315994;586.17975
145.23103;127.342026;586.1767
145.23102;127.355736;586.1751
145.22188;127.347206;586.1732
145.21954;127.34337;586.16925
145.22939;127.331726;586.169
145.2281;127.309654;586.1704
145.22672;127.2972;586.169
145.22884;127.319855;586.17914
145.2373;127.33435;586.18353
145.23466;127.3354;586.16754
145.2271;127.33307;586.1698
145.22943;127.33347;586.17377
145.22717;127.33535;586.17926
145.22972;127.35128;586.18567
145.22891;127.365204;586.1957
145.24878;127.38321;586.2055
145.26413;127.394905;586.2203
145.2672;127.398705;586.2377
145.24127;127.395676;586.2594
145.24362;127.40643;586.28577
145.25333;127.42009;586.314
145.27087;127.43327;586.3512
145.28291;127.43816;586.3895
145.28885;127.42619;586.42944
145.28491;127.43029;586.4772
145.28987;127.46706;586.53015
145.3023;127.491974;586.58795
145.2978;127.47876;586.64966
145.29602;127.457214;586.71387
145.29971;127.44317;586.7799
145.30754;127.46875;586.84875
145.31563;127.491684;586.916
145.30472;127.4806;586.9799
145.30237;127.469894;587.04114
145.30177;127.47852;587.1016
145.30988;127.4852;587.159
145.31676;127.49283;587.2102
145.32414;127.51076;587.2585
145.32535;127.52406;587.3063
145.32582;127.53426;587.34686
145.33217;127.541176;587.3859
145.34233;127.54867;587.42395
145.34387;127.54187;587.4603
145.34125;127.528145;587.49493
145.35551;127.54344;587.5284
145.3637;127.54877;587.5596
145.36098;127.5469;587.58936
145.36143;127.550934;587.6164
145.36621;127.555725;587.6426
145.37347;127.56953;587.6706
145.37794;127.58026;587.6948
145.38016;127.58087;587.7172
145.38014;127.58687;587.7391
145.37311;127.58493;587.75867
145.36679;127.59254;587.7784
145.37073;127.59659;587.796
145.36719;127.580635;587.81433
145.37097;127.59431;587.83044
145.36998;127.605415;587.8478
145.3749;127.61175;587.86145
145.37875;127.60129;587.8714
145.36974;127.58896;587.8848
145.362;127.57404;587.8978
145.35378;127.56081;587.9084
145.35518;127.561646;587.917
145.35805;127.56049;587.9262
145.3554;127.56328;587.932
145.35938;127.5563;587.93866
145.36278;127.5541;587.9449
145.34486;127.54659;587.95087
145.32487;127.54314;587.9547
145.32614;127.54166;587.9585
145.32304;127.5125;587.9608
145.317;127.4796;587.964
145.31932;127.480835;587.96606
145.30144;127.48003;587.96857
145.30814;127.48384;587.97003
145.31061;127.46849;587.9676
145.30632;127.45492;587.96655
145.29121;127.444145;587.9657
145.28427;127.424355;587.9651
145.2837;127.40831;587.9641
145.27667;127.38714;587.9623
145.26828;127.35438;587.96246
145.26917;127.358;587.96606
145.25772;127.36728;587.96985
145.24162;127.3533;587.96765
145.23766;127.33273;587.9522
145.23062;127.30906;587.9434
145.22865;127.28326;587.9408
145.23384;127.29334;587.93164
145.234;127.304405;587.9232
145.2404;127.313705;587.91705
145.2432;127.32515;587.9118
145.23726;127.319496;587.9067
145.24309;127.29845;587.9002
145.24739;127.27816;587.89716
145.24477;127.27391;587.8887
145.23848;127.27377;587.879
145.23778;127.28385;587.872
145.24333;127.291435;587.86487
145.23848;127.28523;587.8561
145.23294;127.27587;587.84686
145.23311;127.26895;587.84076
145.23865;127.28462;587.8324
145.24202;127.28233;587.82385
145.23956;127.27263;587.8149
145.23782;127.26807;587.8067
145.24129;127.281876;587.7977
145.24321;127.300285;587.7888
145.2373;127.297615;587.78204
145.2278;127.26931;587.7719
145.21373;127.24566;587.7643
145.21234;127.24661;587.75946
145.21751;127.25012;587.7503
145.21162;127.24161;587.7385
145.20589;127.2444;587.7273
145.21463;127.2634;587.71844
145.21524;127.270195;587.70984
145.21777;127.26161;587.70245
145.21329;127.24833;587.6962
145.21501;127.25039;587.69037
145.22157;127.25766;587.68585
145.21767;127.27513;587.68335
145.2228;127.28845;587.67114
145.20734;127.267166;587.6603
145.19287;127.23908;587.6492
145.19183;127.235985;587.64197
145.18233;127.22471;587.62775
145.17992;127.21448;587.61975
145.18488;127.23122;587.6133
145.18881;127.25351;587.6042
145.19547;127.26437;587.59534
145.1966;127.24373;587.5845
145.19788;127.23513;587.57367
145.19472;127.220795;587.56104
145.20172;127.21867;587.55615
145.2013;127.23002;587.548
145.19666;127.24371;587.5306
145.21024;127.265594;587.50653
145.21465;127.258514;587.4941
145.21153;127.23859;587.48615
145.22446;127.22873;587.47314
145.21672;127.220726;587.4586
145.20023;127.217766;587.44507
145.19534;127.22556;587.4359
145.20464;127.23355;587.4243
145.20433;127.24118;587.4175
145.19998;127.23271;587.3971
145.20946;127.23934;587.37665
145.2227;127.255554;587.3638
145.22408;127.25136;587.3503
145.2233;127.25603;587.33813
145.21204;127.24642;587.3341
145.19832;127.22166;587.3257
145.20409;127.21745;587.31726
145.20856;127.21281;587.3117
145.2017;127.21173;587.3048
145.20078;127.22316;587.28503
145.20676;127.2156;587.26965
145.18912;127.202965;587.25757
145.1886;127.205444;587.2596
145.17978;127.2001;587.2562
145.17424;127.19051;587.24304
145.17522;127.1671;587.23035
145.17822;127.15415;587.2306
145.18123;127.1671;587.21454
145.18109;127.19271;587.19794
145.18143;127.20647;587.19257
145.18126;127.19266;587.18945
145.18402;127.179855;587.1867
145.18024;127.171036;587.18774
145.17952;127.15874;587.1871
145.16843;127.14779;587.18396
145.16315;127.164986;587.18414
145.16637;127.17464;587.1863
145.16437;127.16982;587.18756
145.15219;127.14596;587.18854
145.14447;127.12712;587.18915
145.14635;127.12225;587.1951
145.1405;127.11613;587.1991
145.13304;127.12435;587.20435
145.13585;127.139015;587.20996
145.13855;127.139496;587.21704
145.15002;127.14999;587.2241
145.1439;127.13003;587.23334
145.12671;127.10862;587.2418
145.12634;127.10431;587.2522
145.12257;127.107475;587.26556
145.13193;127.13126;587.2779
145.14078;127.134995;587.2934
145.13255;127.11488;587.3008
145.1231;127.115364;587.3126
145.12494;127.12023;587.3269
145.13023;127.12073;587.3396
145.12578;127.1249;587.35315
145.11804;127.12156;587.3688
145.1061;127.10392;587.38525
145.10692;127.107185;587.39496
145.10501;127.110214;587.4097
145.10994;127.111786;587.42285
145.11528;127.10579;587.43555
145.1116;127.09074;587.4494
145.10986;127.08886;587.46234
145.11249;127.096054;587.4749
145.11761;127.090805;587.4872
145.10397;127.074554;587.5002
145.09528;127.08166;587.51245
145.09822;127.092094;587.5237
145.11372;127.1063;587.5352
145.10422;127.11761;587.5445
145.10257;127.11672;587.55475
145.10172;127.11;587.56415
145.0962;127.088524;587.5741
145.09697;127.07722;587.58264
145.11023;127.09534;587.5934
145.11493;127.11403;587.6018
145.11237;127.12228;587.6078
145.11511;127.12562;587.613
145.11404;127.12572;587.6204
145.10776;127.12001;587.62366
145.10863;127.11057;587.631
145.1051;127.09692;587.63477
145.10442;127.11274;587.63983
145.10516;127.12442;587.64667
145.11188;127.12326;587.6494
145.11845;127.12481;587.6509
145.12245;127.11892;587.6538
145.1258;127.13491;587.65985
145.13019;127.1518;587.66565
145.13583;127.14593;587.66815
145.13617;127.14385;587.6647
145.13023;127.10872;587.66486
145.13647;127.08775;587.6707
145.14447;127.10807;587.66833
145.14519;127.11849;587.6706
145.1394;127.120605;587.67084
145.13144;127.1234;587.66833
145.13783;127.12373;587.6672
145.13664;127.11632;587.6653
145.137;127.13113;587.6601
145.14384;127.14045;587.65735
145.148;127.14092;587.65656
145.13312;127.13961;587.6542
145.138;127.15518;587.6574
145.14163;127.153015;587.6574
145.13171;127.1497;587.655
145.1297;127.140495;587.65045
145.12897;127.12638;587.6445
145.12949;127.125786;587.6367
145.14128;127.155136;587.6299
145.1457;127.153984;587.62524
145.13478;127.11954;587.6238
145.12527;127.10092;587.6213
145.10997;127.10242;587.6181
145.10648;127.10933;587.61475
145.1046;127.12428;587.6145
145.12027;127.1476;587.6007
145.12924;127.16897;587.5959
145.11095;127.160065;587.59357
145.09363;127.11005;587.5857
145.09735;127.09074;587.5828
145.11014;127.07507;587.5721
145.11049;127.06182;587.56445
145.11177;127.08278;587.55664
145.11638;127.0914;587.5497
145.11133;127.082375;587.5399
145.08922;127.07578;587.53424
145.08893;127.078766;587.52625
145.09357;127.07948;587.5194
145.103;127.07815;587.51483
145.10553;127.0658;587.5138
145.11308;127.07844;587.50507
145.12065;127.1032;587.4909
145.12129;127.10514;587.48224
145.11606;127.109146;587.4746
145.103;127.11227;587.4666
145.08977;127.11291;587.4567
145.08311;127.101494;587.44745
145.06915;127.04007;587.4385
145.06201;126.99632;587.4315
145.04843;126.98701;587.42566
145.05301;127.01718;587.41785
145.06293;127.03597;587.4064
145.06451;127.0524;587.39307
145.04971;127.056625;587.38806
145.0553;127.032135;587.3832
145.04135;127.003716;587.3787
145.03271;127.01139;587.3732
145.03189;127.03838;587.36224
145.03194;127.04203;587.3573
145.03256;127.0307;587.3544
145.01843;127.01385;587.34
145.02887;126.99942;587.32996
145.03456;126.987076;587.3187
145.02815;126.99823;587.30896
145.0267;127.00436;587.2959
145.01822;126.997635;587.2855
145.01474;127.00478;587.2803
145.01596;127.01745;587.27545
145.01668;127.01881;587.26416
145.01093;127.00789;587.2559
144.99998;127.00007;587.2498
144.98956;126.99537;587.2454
144.98167;126.98491;587.24
144.99426;126.98581;587.22723
144.99821;126.98958;587.2196
145.00317;126.99613;587.21326
144.99474;126.98849;587.20526
144.98322;126.98829;587.199
144.98116;126.98762;587.1912
144.96625;126.96861;587.1839
144.95934;126.94618;587.1746
144.94861;126.93699;587.17706
144.94598;126.94082;587.1669
144.93427;126.948875;587.15356
144.91972;126.951546;587.1407
144.90881;126.931404;587.1301
144.89377;126.899765;587.12067
144.88191;126.86727;587.11273
144.88058;126.86541;587.10547
144.8994;126.88183;587.09814
144.90434;126.8997;587.0918
144.9248;126.970436;587.0835
144.96414;127.0641;587.07666
144.99493;127.14126;587.07104
145.03006;127.22726;587.0649
145.05379;127.35095;587.0566
145.066;127.52292;587.0496
145.08162;127.697395;587.04596
145.11037;127.86815;587.0403
145.12541;128.01122;587.0338
145.13998;128.1461;587.02655
145.16478;128.25977;587.0192
145.18321;128.37135;587.01105
145.14151;128.38844;587.0026
145.08362;128.39067;586.9971
145.04103;128.39006;586.99396
145.00055;128.35394;586.9883
144.95018;128.23009;586.98706
144.91908;127.97901;586.9772
144.89767;127.659294;586.97565
144.86484;127.36404;586.96857
144.8382;127.10297;586.9638
144.80353;126.88592;586.9562
144.76178;126.742096;586.9557
144.7413;126.68118;586.9503
144.73236;126.67236;586.9454
144.75272;126.688194;586.94073
144.78375;126.72965;586.9337
144.82079;126.78425;586.9284
144.84645;126.79767;586.9282
144.85896;126.809875;586.91754
144.87994;126.868034;586.91016
144.88432;126.93381;586.9103
144.88806;126.97418;586.91925
144.89029;126.97642;586.90784
144.88614;126.97689;586.89844
144.8962;127.006645;586.8965
144.88963;127.01201;586.88873
144.89091;127.01883;586.8862
144.8936;127.03936;586.88074
144.88948;127.05538;586.87976
144.87932;127.04535;586.87524
144.87932;127.01562;586.8649
144.87631;127.01149;586.8587
144.88992;127.00429;586.86
144.89493;127.00478;586.8568
144.89508;127.006195;586.85333
144.89775;127.01388;586.851
